train,test,kappa,train acc,test acc
0.4064848292767128,0.2924531673158246,0.7784028361762454,0.4081013188193427,0.5723684210526315
0.3805372609864872,0.3131580301595473,0.801997627949772,0.4524806363826671,0.5441729323308271
0.2753423814942094,0.2298028714870824,0.8387740553246373,0.5812225245970274,0.6635338345864662
0.31303939947764114,0.235484226092108,0.8400040855670958,0.5406112622985138,0.6588345864661654
0.2911278195476472,0.2540013922966625,0.8239424805589203,0.5648942851161817,0.6240601503759399
0.2747489809264831,0.2441033394762168,0.8347962965717215,0.5890726397320494,0.6466165413533834
0.2644898440796444,0.2385111960505409,0.8282506649058741,0.6036215197822902,0.6569548872180451
0.2574074258626306,0.2375145268983635,0.8283313260238803,0.6104249528993092,0.6146616541353384
0.2513810612679201,0.2442495173974229,0.8552373126747822,0.6236131463261461,0.6287593984962406
0.2443496073736911,0.2436155318597653,0.8312545535680237,0.6277998743981579,0.6080827067669173
0.23493980093792474,0.2354430779954769,0.8391600313598444,0.6399413858069918,0.6268796992481203
0.2342913552281334,0.2325193703636751,0.8463569452230681,0.6422440862465982,0.6372180451127819
0.2304133081917061,0.20026447889360047,0.8703265707199492,0.6432907682646012,0.6926691729323309
0.19669803998834412,0.18816088574161208,0.8752587043061975,0.6873560812225246,0.7020676691729323
0.1888817983005336,0.18632617027015613,0.8783641546034732,0.7002302700439607,0.6983082706766918
0.18652821110101675,0.18418430352121368,0.8841961615516389,0.7047310027213732,0.7067669172932329
0.18482463261478865,0.18300214289386468,0.8850565441758048,0.7049403391249738,0.7086466165413534
0.18147538577724695,0.18328803844917985,0.8881301037175403,0.7033703160979694,0.7142857142857143
0.17844886872060128,0.1820157318467036,0.8869071255593155,0.7141511408833996,0.7067669172932329
0.1796587756238722,0.18162213151056067,0.888872003343338,0.7148838182960017,0.7048872180451128
0.1812512213169406,0.18189151078126484,0.8893253004239073,0.7056730165375759,0.7105263157894737
0.17505269000096302,0.18084723244708284,0.8888474064203373,0.7154071593050031,0.7124060150375939
0.17743222625871582,0.18078061016766647,0.8926527759223937,0.7191752145698137,0.7171052631578947
0.19379898756430738,0.20801280763812532,0.8592156454555631,0.6942641825413439,0.6973684210526315
0.184926823613908,0.19842938036846935,0.8770325953386172,0.7034749842997697,0.6625939849624061
0.1816201502122141,0.17572070907493284,0.8944977558178641,0.7058823529411765,0.7161654135338346
0.1794545816997978,0.19095186382196003,0.8765360049496621,0.7080803851789826,0.7039473684210527
0.17441412916243326,0.17897511207799716,0.8877228028312016,0.7225245970274231,0.7274436090225563
0.16675767989119974,0.17143345034604235,0.900903873260294,0.726815993301235,0.7199248120300752
0.1650803477063027,0.16677318059636237,0.9042852130696907,0.7292233619426418,0.7340225563909775
0.15921822502336241,0.17532610181803093,0.8970859919479455,0.73571279045426,0.7133458646616542
0.15524437454174503,0.17231431880727746,0.9005871548972075,0.740004186728072,0.7443609022556391
0.15438422502708235,0.16686326164500156,0.9153730072166026,0.7536110529621101,0.7462406015037594
0.1489003761246738,0.1632943437469745,0.9112212786563247,0.7567510990161189,0.7490601503759399
0.1468567051803966,0.18058060116617752,0.8958027921452896,0.7591584676575256,0.7359022556390977
0.1407691496841329,0.17402827054878375,0.899810479898964,0.7651245551601423,0.7584586466165414
0.13869037572372409,0.16809817599622826,0.9019870934764551,0.769311283232154,0.7396616541353384
0.133765665451883,0.1651129217860394,0.9106998608122313,0.7732886749005652,0.7622180451127819
0.13301493677478204,0.16235323391742723,0.908371654163303,0.778208080385179,0.7575187969924813
0.13274039447884306,0.16958507221136102,0.9007147098042344,0.7723466610843626,0.7622180451127819
0.1304713729496219,0.16490037503995394,0.9022885041565823,0.782499476658991,0.7509398496240601
0.1271095771849093,0.16408947788010864,0.9055806619586727,0.7858488591166004,0.7518796992481203
0.12623383996610738,0.16311247464045323,0.9041455567471617,0.79286162863722,0.7575187969924813
0.12166862791739248,0.1640883572049495,0.9077510306440455,0.7940129788570233,0.7678571428571429
0.11990088493052761,0.1625795105850338,0.9074322552150251,0.7974670295164329,0.7640977443609023
0.12354751467533316,0.16341683881259278,0.9090070037743647,0.7927569604354198,0.7669172932330827
