train,test,kappa,train acc,test acc
0.411247125725808,0.3301914664111415,0.737232303786347,0.39847184425371573,0.5545112781954887
0.3733531446911491,0.3603719744999382,0.7500304517143843,0.47226292652292234,0.5234962406015038
0.2811372872923847,0.23697181057913186,0.8266367205182115,0.5747330960854092,0.6428571428571429
0.3123759654459344,0.2746703717647527,0.8210263131311315,0.5392505756751099,0.568609022556391
0.2926505365190258,0.3494798520761997,0.7299715257336803,0.5633242620891773,0.5385338345864662
0.2811375306821758,0.25745073680702907,0.824526123773811,0.5841532342474356,0.6409774436090225
0.26806525158699385,0.2376696268880838,0.8243306837226538,0.6023655013606867,0.6522556390977443
0.26161840919665635,0.23526759473676967,0.8169943291082842,0.6067615658362989,0.6672932330827067
0.2500157016120904,0.2390999789909929,0.8182881580131314,0.6262298513711534,0.6522556390977443
0.24607494116911657,0.22677759212508267,0.8454083895140715,0.6290558928197614,0.6663533834586466
0.2416976654622197,0.24772291525820256,0.8273601092984353,0.6428720954574001,0.6635338345864662
0.23571372229813306,0.3422461970590223,0.713859489469606,0.63931337659619,0.5874060150375939
0.22918321906720346,0.2179946537196104,0.854445159462892,0.648942851161817,0.6851503759398496
0.22497447248191177,0.21371055759237448,0.8515768829630287,0.6568976344986394,0.700187969924812
0.21990577015727947,0.23643746700915122,0.8516728218861807,0.6583629893238434,0.6644736842105263
0.21382347936439883,0.31042504012698474,0.8414372470521957,0.6626543855976554,0.6907894736842105
0.21115220540782842,0.2106128350579481,0.861375020511024,0.6687251413020724,0.6954887218045113
0.20797236813228404,0.2195068473325468,0.8471307803186723,0.6765752564370944,0.6804511278195489
0.20238977638936756,0.2364987674575383,0.8427272777379226,0.6784592840694997,0.6428571428571429
0.19891431066841075,0.213466047349603,0.8402267516383528,0.6873560812225246,0.6484962406015038
0.19768835499870224,0.2101518187577367,0.8545328220057741,0.687146744818924,0.6879699248120301
0.19344749553663154,0.21344822058384133,0.8610445698491305,0.6945781871467448,0.7020676691729323
0.18754569631632825,0.2010633041171875,0.8708392719087414,0.7035796525015701,0.7020676691729323
0.17788219287490192,0.21991429113628888,0.8700595523418775,0.7134184634707976,0.6691729323308271
0.17402165760736416,0.19407192623169212,0.8721649979037371,0.7162445049194055,0.7189849624060151
0.17340921226720485,0.18378803935742244,0.8873650328940463,0.7195938873770149,0.7236842105263158
0.16649055767136983,0.20410669698639022,0.8617271814966544,0.7300607075570442,0.674812030075188
0.1629943434482728,0.19743922400582387,0.8864402254216286,0.7371781452794641,0.7142857142857143
0.1560421354726406,0.20415343144664339,0.8777205373911999,0.7456562696252879,0.7236842105263158
0.15283748130331595,0.1835149806894404,0.8878443351009649,0.752145698136906,0.7255639097744361
0.14883075958151368,0.18678301584003562,0.8917315089573709,0.7543437303747121,0.7208646616541353
0.14313205132844117,0.19504238190427003,0.886223003691925,0.7602051496755285,0.7048872180451128
0.14337258348077717,0.19588574231470957,0.8884657095474515,0.7652292233619427,0.7227443609022557
0.13834425156808183,0.19384807654519923,0.8807363804436134,0.7685786058195521,0.7180451127819549
0.13351767782204543,0.17617219895836933,0.8962699791040186,0.781452794640988,0.7330827067669173
0.1302616945062458,0.18764832725309016,0.8943999392683589,0.7770567301653758,0.7321428571428571
0.12590537001326207,0.17490785326756172,0.9019697963280982,0.7883608959598074,0.7359022556390977
0.12390786329656216,0.1824467466330975,0.8950344690160836,0.7917102784174168,0.7199248120300752
0.12049854338865348,0.18306820727867262,0.8946040801303959,0.7970483567092317,0.7199248120300752
0.12022489608657637,0.17586181522347033,0.9037353250996137,0.7968390203056311,0.7471804511278195
0.11447471552278944,0.1821258184570063,0.9027284981589696,0.8028051078082479,0.7518796992481203
0.1152123434740236,0.1726089115101403,0.9013221624698896,0.8048984718442537,0.7518796992481203
0.11040425276832656,0.17767363157616997,0.8987171439190897,0.8142139418044798,0.7377819548872181
0.11151902151957556,0.1776594038386619,0.9050684133598448,0.8175633242620892,0.7471804511278195
0.1078542320178307,0.17946808326803848,0.9007792708896631,0.819656688298095,0.7490601503759399
0.105049059168245,0.17425193933724545,0.9041100531427477,0.8191333472890936,0.7453007518796992
0.10648709783564853,0.1770027485234957,0.9045308054203566,0.8208080385178983,0.75
0.10545477282326839,0.17773656145743044,0.9045676338704025,0.8201800293070965,0.7471804511278195
0.1038558307147572,0.17961905866028055,0.9013878152175799,0.8244714255809085,0.7424812030075187
0.10773385414538313,0.18093285495520367,0.9032640514799224,0.8191333472890936,0.7462406015037594
