test_kappa,train_kappa,test_acc,train_acc,test_losses,train_losses
0.8756504951208223,0.894687381361407,0.7278719397363466,0.7187565417626125,0.19936108352663748,0.17809052619321106
0.8903499937290731,0.9112822004267416,0.7175141242937854,0.742516223571279,0.19089429657990425,0.15915476650687868
0.8892101884249208,0.9076849213093934,0.7382297551789078,0.73215407159305,0.18956856775324968,0.16328537791914136
0.8760430461863179,0.9035112554015232,0.7203389830508474,0.7436675737910823,0.201333874672068,0.16246359100458801
0.8639582564397918,0.9089267176282716,0.7090395480225988,0.744295583001884,0.2041066587467737,0.15770558579524438
0.8652347351087959,0.9176202295542004,0.7156308851224106,0.7521456981369059,0.1994793498518853,0.1520834621055669
0.891292070811591,0.9183438734781671,0.7259887005649718,0.7655432279673435,0.19700173371692012,0.14512955333253702
0.8903584666171788,0.9227086129939476,0.7410546139359698,0.7688926104249529,0.1820030589001388,0.14334687061916454
0.8893363121697871,0.9249482377995564,0.7212806026365348,0.7732886749005652,0.18230230557227375,0.13655967372633473
0.8881856651638318,0.933083300318982,0.7156308851224106,0.7806154490265858,0.1979295549464654,0.132699827989973
0.8969546434468626,0.932067962275592,0.756120527306968,0.7863722001256018,0.1835633944408352,0.1289382534363796
0.8810897731916504,0.9404100628951696,0.7184557438794726,0.7986183797362362,0.18575530013576785,0.11945714853629552
0.9056207091777221,0.9435337785866922,0.7551789077212806,0.8070965040820599,0.16951132043182512,0.1150758848962568
0.894688734065076,0.9428431358957909,0.7457627118644068,0.8124345823738748,0.17587081848468394,0.11306852390825793
0.89722016583231,0.9475886150070176,0.7504708097928436,0.8213313795268997,0.18624688870540707,0.1056401118434026
0.902930268769492,0.952131668904716,0.7683615819209041,0.8370316097969437,0.18007775547266872,0.10104695344453027
0.8963460075716562,0.9563215545452064,0.7570621468926554,0.8373456144023446,0.1888826157612904,0.09482378859989224
0.8956679008310722,0.9568556490524904,0.7636534839924671,0.8439397111157629,0.20315372086931893,0.09125685081515077
0.9039833961338364,0.9625517079796916,0.7664783427495292,0.8574419091480009,0.1851630134565096,0.0853612621545606
0.9112410495515856,0.9665586336471804,0.7853107344632768,0.8655013606866234,0.18763904254362174,0.07907385723559525
0.9030825525937172,0.96416068960945,0.7617702448210922,0.8652920242830228,0.18903043594685465,0.07720250649909595
0.9145868468058443,0.9707596275229446,0.7824858757062146,0.8765961900774545,0.1891357704178323,0.06919925772051376
0.9108742737812859,0.9723858034580842,0.7721280602636534,0.8827716139836718,0.18372795702745667,0.06752746138860652
0.917468621134245,0.9738009101074198,0.7777777777777778,0.8915637429348964,0.1849849888917337,0.06383939268214449
0.9132346321403232,0.9755808874333708,0.7777777777777778,0.8967971530249108,0.1873836749303576,0.06022687934165277
0.9139970745435724,0.9762919475510016,0.7834274952919019,0.8954364664015072,0.19230178022279729,0.058066544454487425
0.91216268749982,0.9786917596919036,0.7721280602636534,0.9051706091689344,0.1921605441777454,0.0544765052807079
0.9187610022847298,0.976889014929529,0.7796610169491526,0.9063219593887376,0.1826824281041313,0.05576594166730427
0.9229712547114118,0.9797401399632736,0.7937853107344632,0.9078919824157421,0.1830651992498711,0.0526885130090019
0.9218381759170478,0.9790444818257238,0.7919020715630886,0.9054846137743353,0.1848962193690002,0.05324515831776925
0.9205379428528853,0.9793914830538143,0.7919020715630886,0.9131253925057567,0.1860608677423077,0.05209123721766856
0.921165047062156,0.9780309223519666,0.7871939736346516,0.9102993510571489,0.18929132739846866,0.05130676557876639
0.9280499594763053,0.979230175682914,0.7975517890772128,0.9110320284697508,0.17917669398875496,0.05234582577120237
0.9218154403809793,0.9822740244281724,0.7919020715630886,0.9156374293489637,0.19569305480836194,0.050921603142107356
0.9198504739475674,0.9805975474602029,0.7843691148775894,0.9105086874607494,0.19101840434283812,0.05133790666766805
0.9186426363507835,0.979057748668857,0.7909604519774012,0.9118693740841533,0.18558226095119737,0.051686742353677075
0.9173402750685893,0.979556128609357,0.7975517890772128,0.9117647058823529,0.19247697424199378,0.05199868588593462
0.9250430575152615,0.9778189403211799,0.7871939736346516,0.9065312957923383,0.17215042710098763,0.05314474188295245
0.9237249524455576,0.9774920068585731,0.7966101694915254,0.9060079547833368,0.18874908393584283,0.055250677906841864
0.9208714863935535,0.977040972159665,0.7994350282485876,0.9002512036843207,0.18699914615816324,0.05540362636217659
0.9139506079476453,0.9753244313017877,0.7871939736346516,0.9004605400879213,0.19564925125415084,0.057931037429553564
0.9182620409907258,0.9752500397911616,0.7871939736346516,0.8954364664015072,0.17677431172136107,0.0596060257942226
0.9118064628530301,0.9729115903828615,0.7871939736346516,0.8959598074105087,0.18714861687229492,0.060453801406386974
0.902442014274303,0.9712872726638846,0.7655367231638418,0.8908310655222943,0.19133544830843077,0.06509680168502971
0.9137237479293471,0.9707378794535708,0.7787193973634652,0.8917730793384969,0.20981047222219418,0.06349790125463603
0.9178541290086563,0.9729317233950964,0.7796610169491526,0.8900983881096923,0.20133211529448178,0.06398030156829555
