,train,test,kappa,train acc,test acc
0,0.38070763763260174,0.3166373875692375,0.7475417027295734,0.4355243876910195,0.5328947368421053
1,0.3979022975850425,0.3570337845642764,0.7057661160393243,0.4135440653129579,0.5103383458646616
2,0.29921346616706324,0.26005614497103635,0.8072219933026517,0.5420766171237178,0.6127819548872181
3,0.2780891220093509,0.2482338694687513,0.8211546530886588,0.5844672388528365,0.6334586466165414
4,0.2686950583439733,0.2414546520274161,0.8242802439370303,0.5984927778940757,0.650375939849624
5,0.3848092196070285,0.3382808783448729,0.7181605597663394,0.4416998115972368,0.5469924812030075
6,0.3234367159484894,0.3224907676108125,0.7424532877566575,0.5151768892610425,0.4962406015037594
7,0.37913371159317105,0.27038060974581796,0.8083885039227487,0.4469332216872514,0.568609022556391
8,0.3703408909829092,0.2861053548137048,0.7937747141776711,0.4547833368222734,0.5639097744360902
9,0.32344729323641525,0.4459267953284701,0.7221858377671969,0.532865815365292,0.45300751879699247
10,0.3009676037036724,0.26197827024791476,0.7924120657416924,0.5602888842369688,0.6033834586466166
11,0.2915193879018269,0.38013282065328796,0.6511676080796529,0.575361105296211,0.5291353383458647
12,0.27942763827273537,0.2525939873062578,0.823908655542397,0.5835252250366338,0.6240601503759399
13,0.26990581184126844,0.2633819741694103,0.8325567604201966,0.5918986811806574,0.5827067669172933
14,0.2627523303811271,0.2325197424095376,0.8553431810000511,0.6052962110110949,0.6550751879699248
15,0.2544212127423935,0.23772134917571133,0.8501168617337769,0.6185890726397321,0.618421052631579
16,0.2456212060253241,0.2157451470655606,0.8501028491112073,0.6268578605819553,0.6569548872180451
17,0.23593059195883603,0.22256510984852798,0.8612375699726298,0.6410927360267951,0.6475563909774437
18,0.23129204636650105,0.20543390254777177,0.8624244257864148,0.6458028051078083,0.6607142857142857
19,0.2268856446332762,0.20331572514391483,0.8504719553718103,0.6509315469960226,0.6860902255639098
20,0.22090138106852394,0.23252942329062556,0.8560486100350345,0.6554322796734352,0.6362781954887218
21,0.21588080869247225,0.19606853819879375,0.8710239606533715,0.6687251413020724,0.668233082706767
22,0.20594795260064022,0.19167944273554294,0.8762164293357642,0.6869374084153235,0.6832706766917294
23,0.2015951225728919,0.1933534337501777,0.8801106067399298,0.6822273393343102,0.6823308270676691
24,0.19196195338061664,0.1861578466832862,0.8795054286024837,0.6936361733305422,0.7086466165413534
25,0.1897819292860176,0.18221669983034744,0.886929843635208,0.7001256018421603,0.7039473684210527
26,0.18665611651496158,0.18305144416994618,0.8838453950201763,0.7037889889051706,0.706766917293233
27,0.186780753186183,0.1810493446550423,0.8808901722781599,0.7047310027213732,0.7086466165413534
28,0.1797014651625226,0.18200354194058513,0.8809103750413346,0.718547205359012,0.7124060150375939
29,0.18146610789811513,0.18069762907418094,0.8826730771966259,0.7120577768473938,0.7030075187969925
